price,standard_unit,account_id,firm,purchase_standard,edi,invest_class,narcotic_class,base_amount,name,by_id,create_date,code,pkg_amount,status,name_as,modify_date,etc_class
8357,TAB,1,비씨월드제약,10T,653102660,경구,0,0,그라트릴오디정(그라니세트론염산염),1,2016-11-22 10:51:55.920585+00:00,TGRA,10,사용중,그라트릴오디정,2016-12-06 06:21:17.575105+00:00,일반
18645,AMP,1,비씨월드제약,3ml/5A,653102371,주사,0,0,그라트릴주(그라니세트론염산염) 3mg/3mL,1,2016-11-22 10:51:56.294846+00:00,7GRAX,5,사용중,그라트릴주,2016-12-06 06:21:17.579105+00:00,일반
90885,KIT,1,녹십자,2ml/키트,643604880,외용,0,0,그린플라스트큐프리필드시린지키트,1,2016-11-22 10:51:56.173876+00:00,3GPQ,1,사용중,그린플라스트큐프리필드시린지키트,2016-12-06 06:21:17.583105+00:00,처치약품
517,AMP,1,대한약품공업,50A,645100383,주사,0,0,대한글루콘산칼슘주(앰플(PP)),1,2016-11-22 10:51:56.396366+00:00,7CAGX,50,사용중,글루콘산칼슘주 20ml/PP,2016-12-06 06:21:17.590106+00:00,일반
185,TAB,1,동아에스티,100T,642500170,경구,0,0,글리멜정2mg(글리메피리드),1,2016-11-22 10:51:55.828601+00:00,TGLIM2,100,사용중,글리멜정 2mg,2016-12-06 06:21:17.593106+00:00,일반
284,TAB,1,동아에스티,100T,642505060,경구,0,0,글리멜정4mg(글리메피리드),1,2016-11-22 10:51:55.829773+00:00,TGLIM4,100,사용중,글리멜정 4mg,2016-12-06 06:21:17.596106+00:00,일반
11077,TAB,1,한국노바티스,60T,653600010,경구,0,0,글리벡필름코팅정100mg(이매티닙메실산염),1,2016-11-22 10:51:56.583164+00:00,TGLI,60,사용중,글리벡필름코팅정100mg,2016-12-06 06:21:17.598106+00:00,일반
647,TAB,1,명문제약,30T,649800040,경구,0,0,글리액트정(피오글리타존염산염),1,2016-11-22 10:51:56.240733+00:00,TGLAT,30,사용중,글리액트정,2016-12-06 06:21:17.601106+00:00,일반
1851,BTL,1,대한약품공업,20BTL,645100050,주사,0,0,글리푸롤주 200mL,1,2016-11-22 10:51:56.043407+00:00,7GLY,20,사용중,글리푸롤주 200mL,2016-12-16 06:12:49.138276+00:00,직송
1851,BTL,1,대한약품공업,20BTL,645100050,주사,0,0,글리푸롤주 200mL,1,2016-11-22 10:51:56.043407+00:00,7GLY,20,사용중,글리푸롤주 200mL,2016-12-16 06:12:49.138276+00:00,직송
2954,AMP,1,한국아스트라제네카,20mL/5A,650700041,주사,0,0,나로핀주사2mg/mL(로피바카인염산염),1,2016-11-22 10:51:56.095708+00:00,7NAROX,5,사용중,나로핀주,2016-12-06 06:21:17.607107+00:00,일반
2762,AMP,1,부광약품,10A,642200951,주사,0,0,부광염산나록손주2.0mg,1,2016-11-22 10:51:56.584223+00:00,7NLXX,10,사용중,나록손주2.0mg,2016-12-06 06:21:17.610107+00:00,일반
99971,VIAL,1,부광약품,V,642200071,주사,0,0,나벨빈주(비노렐빈타르타르산염) 5mL,1,2016-11-22 10:51:56.585292+00:00,7NAVEX,1,사용중,나벨빈주 50mg/5mL,2016-12-06 06:21:17.613107+00:00,항암제
20885,AMP,1,한국아스텔라스제약,5A,677200031,주사,0,0,나제아주사액0.3mg,1,2016-11-22 10:51:56.432537+00:00,7NSAX,5,사용중,나제아 주 0.3mg,2016-12-06 06:21:17.616107+00:00,일반
5298,AMP,1,휴온스,10A,670600151,주사,0,0,나카인주사150mg/20mL,1,2016-11-22 10:51:55.878178+00:00,7NACIX,10,사용중,나카인주사150mg/20mL,2016-12-06 06:21:17.619107+00:00,일반
692,AMP,1,명문제약,10A,649800051,주사,2,0,날페인주사10mg(염산날부핀),1,2016-11-22 10:51:56.586390+00:00,7NPIX,10,사용중,날페인주10mg,2017-02-22 07:15:31.523935+00:00,향정
0,AMP,1,바이엘코리아,1S,641100430,주사,0,0,네비도주사(테스토스테론운데카노에이트),1,2016-11-22 10:51:56.587607+00:00,7NAVY,1,사용중,네비도주사,2016-12-06 06:21:17.626108+00:00,일반
0,매,1,녹십자,1매,0,,0,0,네오베일 L 100*50*0.15,2,2017-01-03 11:03:17.785780+00:00,None,1,사용중,네오베일 L 100*50*0.15,2017-01-03 11:03:17.786780+00:00,일반
314100,매,1,녹십자,1매,1,,0,0,네오베일 M 50*50*0.15,2,2017-01-03 11:04:08.798698+00:00,None,1,사용중,네오베일 M 50*50*0.15,2017-03-07 01:13:33.652903+00:00,일반
81333,VIAL,1,보령제약,45ml/V,641900141,주사,0,0,네오플라틴주45mL(카보플라틴),1,2016-11-22 10:51:56.319263+00:00,7CARBOX,1,사용중,네오플라틴주 450mg/45mL,2016-12-06 06:21:17.644109+00:00,항암제
2402,AMP,1,아주약품,100mg/10A,654001171,주사,0,0,아주네틸마이신황산염주사100mg,1,2016-11-22 10:51:55.812363+00:00,7NTMICX,10,사용중,네틸마이신황산염주 100mg,2016-12-06 06:21:17.647109+00:00,일반
6282,BAG,1,중외제약,10백,644902352,주사,0,0,중외네프라민주 250mL(백),1,2016-11-22 10:51:56.588896+00:00,7NPRM,10,사용중,네프라민주 250mL,2016-12-06 06:21:17.650109+00:00,일반
19006,TAB,1,바이엘코리아,60T,641104700,경구,0,0,넥사바정200mg(소라페닙토실레이트(미분화)),1,2016-11-22 10:51:56.589967+00:00,TNXV,60,사용중,넥사바정 200mg,2016-12-06 06:21:17.653109+00:00,일반
2421,AMP,1,(주)다림바이오텍,4ml/10A,664600111,주사,0,0,노르핀주4mL,1,2016-11-22 10:51:56.328584+00:00,7NORPX,10,사용중,노르핀주,2017-04-18 06:50:20.226299+00:00,일반
17557,AMP,1,미쯔비시,10A,653300961,주사,0,0,노바스탄하이주10mg/2ml(아가트로반수화물),1,2016-11-22 10:51:55.879722+00:00,7NOVASX,10,사용중,노바스탄하이주 10mg/2ml,2016-12-28 06:02:49.403110+00:00,일반
10719,SYR,1,노보노디스크제약(주),5S,654400091,주사,0,0,노보래피드플렉스펜주 100단위/mL,3,2017-01-04 11:55:47.356333+00:00,None,5,사용중,노보래피드플렉스펜주 100단위/mL,2017-01-25 02:52:26.485139+00:00,일반
11459,SYR,1,노보노디스크제약(주),3ml X 5개,654400161,주사,0,0,노보믹스30플렉스펜주 100단위/mL,3,2017-01-04 11:56:31.218842+00:00,None,5,사용중,노보믹스30플렉스펜주 100단위/mL,2017-01-25 02:52:42.702066+00:00,일반
265,PEN,1,****,0.23X6mmX100EA,699600022,,0,0,노보파인 펜니들 32G,2,2016-11-29 23:44:49.869275+00:00,,100,사용중,노보파인 펜니들 32G,2016-12-06 06:21:17.661110+00:00,일반
8003,매,1,한국먼디파마 유한회사,4매,678000020,외용,2,0,노스판패취10㎍/h(부프레노르핀),1,2016-11-22 10:51:56.334693+00:00,NOR10,4,사용중,노스판패취10㎍/h,2017-02-22 07:09:22.706101+00:00,향정
5290,매,1,한국먼디파마 유한회사,4매,678000010,외용,2,0,노스판패취5㎍/h(부프레노르핀),1,2016-11-22 10:51:56.335807+00:00,NOR,4,사용중,노스판패취5㎍/h,2017-02-22 07:09:27.338189+00:00,향정
159,TAB,1,(주)유유제약,300T,644500120,경구,0,0,노이로민정,2,2017-01-11 04:43:53.191045+00:00,None,300,사용중,노이로민정,2017-02-06 06:01:42.471187+00:00,일반
22000,VIAL,1,대한뉴팜(주),10VIAL,669906640,주사,0,0,뉴디엔주(폴리데옥시리보뉴클레오티드나트륨),1,2017-01-11 04:28:15.011384+00:00,None,10,사용중,뉴디엔주,2017-03-20 02:03:05.826594+00:00,일반
523,TAB,1,명문제약,90T,649806600,경구,0,0,뉴라렌정(콜린알포세레이트),1,2016-11-22 10:51:56.538686+00:00,NEWL,90,사용중,뉴라렌정,2016-12-06 06:21:17.670110+00:00,일반
782879,SYR,1,한국쿄와하코기린 주식회사,5S,666300291,냉장,0,0,뉴라스타프리필드시린지주(페그필그라스팀),1,2016-11-22 10:51:56.591140+00:00,NEULAX,5,사용중,뉴라스타프리필드시린지주,2016-12-06 06:21:17.673111+00:00,일반
2073,TAB,1,명인제약,100T,651903280,경구,0,0,뉴로자핀정10mg(올란자핀),1,2016-11-22 10:51:55.831180+00:00,TNRZP,100,사용중,뉴로자핀정10mg,2016-12-06 06:21:17.681111+00:00,일반
1270,TAB,1,명인제약,100T,651903220,경구,0,0,뉴로자핀정5mg(올란자핀),1,2016-11-22 10:51:55.832347+00:00,TOLA,100,사용중,뉴로자핀정5mg,2016-12-06 06:21:17.684111+00:00,일반
588,TAB,1,삼진제약,28T,647803940,경구,0,0,뉴스타틴알정10mg(로수바스타틴칼슘),1,2016-11-22 10:51:56.133138+00:00,NEUSTA,28,사용중,뉴스타틴알정10mg,2016-12-06 06:21:17.687111+00:00,일반
319,TAB,1,삼진제약,28T,647803950,경구,0,0,뉴스타틴알정5mg(로수바스타틴칼슘),1,2016-11-22 10:51:56.134414+00:00,NEUSTAR,28,사용중,뉴스타틴알정5mg,2016-12-06 06:21:17.690112+00:00,일반
663,TAB,1,삼진제약,300T,647803660,경구,0,0,뉴스타틴에이정10mg,1,2016-11-22 10:51:56.205036+00:00,TNTA10,300,사용중,뉴스타틴에이정10mg,2016-12-06 06:21:17.694112+00:00,일반
712,TAB,1,삼진제약,300T,647803670,경구,0,0,뉴스타틴에이정20mg,1,2016-11-22 10:51:56.206492+00:00,TNTA20,300,사용중,뉴스타틴에이정20mg,2016-12-06 06:21:17.697112+00:00,일반
1430,포,1,삼진제약(주),30포,647804420,경구,0,0,뉴토인구강붕해필름 10mg,3,2017-01-11 04:47:36.594822+00:00,None,30,사용중,뉴토인구강붕해필름 10mg,2017-01-25 02:56:13.501123+00:00,일반
1100,포,1,삼진제약(주),30포,647804430,경구,0,0,뉴토인구강붕해필름 5mg,3,2017-01-11 04:46:41.827690+00:00,None,30,사용중,뉴토인구강붕해필름 5mg,2017-01-25 02:56:19.579471+00:00,일반
97951,VIAL,1,중외제약,10V,644902361,주사,0,0,중외뉴트로진주250㎍(레노그라스팀),1,2016-11-22 10:51:56.592548+00:00,7CHNEUTX,10,사용중,뉴트로진주 250㎍,2016-12-06 06:21:17.700112+00:00,일반
506,CAP,1,삼진제약,90C,647803980,경구,0,0,뉴티린연질캡슐(콜린알포세레이트),1,2016-11-22 10:51:56.536112+00:00,CNEW,90,사용중,뉴티린연질캡슐,2016-12-06 06:21:17.703112+00:00,일반
1027,AMP,1,아주약품,50A,654000071,주사,0,0,뉴페낙주사2mL,1,2016-11-22 10:51:56.593711+00:00,7NEWX,50,사용중,뉴페낙주 2mL,2016-12-06 06:21:17.707112+00:00,일반
222,TAB,1,삼진제약,30mg/100T,647800720,경구,0,0,삼진니모디핀정,1,2016-11-22 10:51:56.233152+00:00,TNIMOD,100,사용중,니모디핀정,2016-12-06 06:21:17.711113+00:00,일반
4123,VIAL,1,이연제약,50ml/1V,658601131,주사,0,0,이연니모디핀주,1,2016-11-22 10:51:56.424155+00:00,7NMP1X,1,사용중,니모디핀주,2016-12-06 06:21:17.714113+00:00,일반
9350,BTL,1,제이텍바이오젠,통,659600560,경구,0,0,피엠에스니스타틴시럽,1,2016-11-22 10:51:56.595036+00:00,SPMS,1,사용중,니스타틴시럽 100ml,2016-12-06 06:21:17.717113+00:00,일반
3299,AMP,1,휴온스,50AMP,670606441,주사,0,0,니카르디핀주 20ml,2,2017-01-11 04:45:08.054326+00:00,None,50,사용중,니카르디핀주 20ml,2017-02-11 00:27:05.935732+00:00,일반
41,TAB,1,명문제약,6mg/100T,649800850,경구,0,0,명문니트로글리세린0.6mg설하정,1,2016-11-22 10:51:56.514721+00:00,TNITO,100,사용중,니트로글리세린 설하정 0.6mg,2016-12-06 06:21:17.720113+00:00,일반
0,TUBE,1,안국약품,통,650201050,외용,0,0,안국니트로푸라존연고,1,2016-11-22 10:51:56.596194+00:00,3NFZOT,1,사용중,니트로푸라존연고,2016-12-06 06:21:17.723113+00:00,일반
2866,AMP,1,하나제약,10A,657800131,주사,0,0,니트세린주사,1,2016-11-22 10:51:55.880800+00:00,7NITCX,10,사용중,니트세린주,2016-12-06 06:21:17.726114+00:00,일반
942,CAP,1,영풍제약,100C,661901000,경구,0,0,영풍다나졸200mg캅셀,1,2016-11-22 10:51:56.597378+00:00,TDNZOL20,100,사용중,다나졸캅셀 200mg,2016-12-06 06:21:17.731114+00:00,일반
430,TAB,1,초당약품공업,120T,670700070,경구,0,0,다이놀정(디소디움에티드로네이트),1,2016-11-22 10:51:56.598677+00:00,TDAIN,120,사용중,다이놀정,2016-12-06 06:21:17.734114+00:00,일반
112,TAB,1,대웅제약,100T,641600370,경구,0,0,다이아벡스정1000mg(메트포르민염산염),1,2016-11-22 10:51:55.833443+00:00,TGLP1000,100,사용중,다이아벡스정1000mg,2016-12-06 06:21:17.737114+00:00,일반
10,TAB,1,유한양행,25mg/1000T,642100160,경구,0,0,다이크로짇정(히드로클로로티아지드),1,2016-11-22 10:51:56.124226+00:00,TDCL,1000,사용중,다이크로짇정,2016-12-06 06:21:17.742114+00:00,일반
673885,VIAL,1,한국얀센,V,646901301,주사,0,0,다코젠주(데시타빈),1,2016-11-22 10:51:56.600052+00:00,7DACOX,1,사용중,다코젠주,2016-12-06 06:21:17.745115+00:00,일반
40703,TAB,1,(유)한국비엠에스제약,28T,658700660,경구,0,0,다클린자정60mg(다클라타스비르염산염),1,2016-11-22 10:51:56.601258+00:00,TDKLZ,28,사용중,다클린자정 60mg,2016-12-06 06:21:17.748115+00:00,일반
4580,BAG,1,JW중외제약(주),20팩/1BOX,678900490,,0,0,닥터라민주,2,2017-02-05 23:13:10.592144+00:00,None,20,사용중,닥터라민주,2017-04-11 03:01:44.132883+00:00,일반
30000,VIAL,1,제이텍팜,10ml/vial x 10개 포장,645100650,,0,0,대한무수에탄올주(바이알),3,2017-03-28 11:23:50.726224+00:00,None,10,사용중,대한무수에탄올주(바이알),2017-03-28 11:23:50.726224+00:00,일반
4660,BTL,1,한독,20ml/통,652100151,외용,0,0,더마톱액0.25%(프레드니카르베이트) 20mL,1,2016-11-22 10:51:56.102943+00:00,3DERMAX,1,사용중,더마톱액 0.25% 20mL,2016-12-06 06:21:17.751115+00:00,일반
1610,TUBE,1,한독,10g,652100161,외용,0,0,더마톱연고0.25%(프레드니카르베이트) 10g,1,2016-11-22 10:51:55.896659+00:00,3DMOTX,1,사용중,더마톱연고 0.25% 10g,2016-12-06 06:21:17.755115+00:00,일반
2750,BTL,1,글락소스미스클라인,개,650000122,외용,0,0,더모베이트액(클로베타솔프로피오네이트) 50mL,1,2016-11-22 10:51:56.602449+00:00,3DOVSX,1,사용중,더모베이트액 50mL,2016-12-06 06:21:17.758115+00:00,일반
700,TUBE,1,글락소스미스클라인,10g,650002371,외용,0,0,더모베이트연고(클로베타솔프로피오네이트) 10g,1,2016-11-22 10:51:55.897877+00:00,3DVOTX,1,사용중,더모베이트연고 10g,2016-12-06 06:21:17.761116+00:00,일반
380,BTL,1,알보젠코리아,통,652604701,경구,0,0,데오크레건조시럽20%(테오필린) 1g(포),1,2016-11-22 10:51:56.603700+00:00,STCL,1,사용중,데오크레건조시럽 20% 200g,2016-12-06 06:21:17.764116+00:00,일반
48,TAB,1,종근당,100T,643300300,경구,2,0,데파스정0.25mg(에티졸람),1,2016-11-22 10:51:55.834598+00:00,DES0.25,100,사용중,데파스정 0.25mg,2017-04-27 20:08:11.046539+00:00,향정
88,TAB,1,종근당,0.5mg/100T,643300310,경구,2,0,데파스정0.5mg(에티졸람),1,2016-11-22 10:51:55.753973+00:00,DES,100,사용중,데파스정 0.5mg,2017-04-27 20:08:11.066552+00:00,향정
6710,VIAL,1,사노피-아벤티스코리아,1V,652000041,주사,0,0,데파킨정맥주사(발프로산나트륨),1,2016-11-22 10:51:56.027846+00:00,DPKX,1,사용중,데파킨정맥주,2016-12-06 06:21:17.775116+00:00,일반
227,TAB,1,한독,100T(통),652100190,경구,0,0,데파킨크로노정500mg,1,2016-11-22 10:51:55.873302+00:00,TDFK,100,사용중,데파킨크로노정 500mg,2016-12-06 06:21:17.778117+00:00,일반
13,TAB,1,유한양행,1000T,647500550,경구,0,0,유한메디카덱사메타손정,1,2016-11-22 10:51:56.604981+00:00,DEXA,1000,사용중,덱사메타손정,2016-12-06 06:21:17.781117+00:00,일반
222,AMP,1,경동제약,50A,648103531,주사,0,0,덱사신주(덱사메타손포스페이트이나트륨),1,2016-11-22 10:51:56.397619+00:00,7DEXSX,50,사용중,덱사신주,2016-12-06 06:21:17.784117+00:00,일반
8000,BTL,1,대한약품공업,10병,645101190,주사,0,0,도데아민주250ml,1,2016-11-22 10:51:56.606042+00:00,ZDAM,10,사용중,도데아민주 250ml,2016-12-06 06:21:17.787117+00:00,일반
80,CAP,1,한국다이이찌산쿄,250mg/100C,645400120,경구,0,0,도란사민캅셀(트라넥삼산),1,2016-11-22 10:51:56.114107+00:00,CTRSM,100,사용중,도란사민캅셀,2016-12-06 06:21:17.790117+00:00,일반
3766,AMP,1,한국유나이티드제약,10A,644300481,주사,0,0,도부란주(도부타민염산염),1,2016-11-22 10:51:56.607346+00:00,7DOBUX,10,사용중,도부란주,2016-12-06 06:21:17.793117+00:00,일반
3600,AMP,1,하나제약,50A,657802541,주사,0,0,하나도부타민염산염주사,1,2016-11-22 10:51:56.608616+00:00,7DOBU2X,50,사용중,도부타민염산염주,2016-12-06 06:21:17.796118+00:00,일반
1843,AMP,1,휴온스,10A,670602921,주사,0,0,휴온스도파민주사액(도파민염산염),1,2016-11-22 10:51:55.882165+00:00,7DPMX,10,사용중,도파민주,2016-12-06 06:21:17.799118+00:00,일반
315,TAB,1,한미약품,4mg/30T(PTP),643500350,경구,0,0,독사존엑스엘서방정4mg(메실산독사조신),1,2016-11-22 10:51:56.326027+00:00,TDOXA,30,사용중,독사존엑스엘서방정 4mg,2016-12-06 06:21:17.802118+00:00,일반
145,TAB,1,영풍제약,100T,661901020,경구,0,0,영풍독시사이클린정100mg,1,2016-11-22 10:51:55.835658+00:00,TDXC,100,사용중,독시사이클린정 100mg,2016-12-06 06:21:17.806118+00:00,일반
32,TAB,1,알보젠코리아,10mg/1000T,652600040,경구,0,0,알보젠돔페리돈정,1,2016-11-22 10:51:55.903567+00:00,TDOM1,1000,사용중,돔페리돈정,2016-12-06 06:21:17.808118+00:00,일반
